story,grade
Bois-Sec Ardoin과 Canlay Fontenod가 음악을 곁들인 프랑스 루이지애나의 흑인 크리올 생활을 그린 환상적인 이야기입니다.,12세이상관람가
"시카고와 캘리포니아의 세르비아계 미국인 커뮤니티를 그린 작품으로, 미국에서의 세르비아계 미국인의 역사, 음악, 춤, 종교에 대한 이야기를 담고 있습니다.",12세이상관람가
"레스 블랭크는 루이지애나 프랑스어권 지역의 요리 문화와 열정을 탐구하며, 집에서 만든 매운 음식, 케이준 요리, 입맛을 돋우는 크리올 요리에 대한 사랑을 표현하고, 마크 사보이, 폴 프로돔의 활기찬 음악과 훌륭한 셰프들을 등장시킵니다.",12세이상관람가
"프랑스어를 기반으로 하고 루이지애나 지역에 뿌리를 둔, 이 독특한 문화를 일상 생활의 일부로 만드는 사람들의 삶과 음악에 대한 풍부한 초상화. Valpa Brothers, Marc Savoy, Nathan Abshier가 출연.",12세이상관람가
"유럽을 여행하는 미국인 관광객으로 가득 찬 버스의 즐거운 이야기. 모차르트, 밥 딜런, 샌디 데니, 조나단 리치먼 등의 다양한 음악이 등장합니다.",12세이상관람가
"폴카의 춤, 음식, 음악, 우정, 심지어 종교에 대한 즐거운 탐구. 폴카 하위 문화의 폭발적인 에너지와 높은 정신은 폴란드계 미국인에 대한 이 영화에서 열정을 넘어 학문에까지 이릅니다. Jimmy Starr, Eddie Blasonic, Walt Solek과 같은 폴카 스타가 등장합니다.",12세이상관람가
케이준 댄스 음악과 블랙 R&B를 아프리카의 영향과 융합해 루이지애나 남부 술집에서 거부할 수 없고 매혹적인 사운드를 창조한 기데코 킹 클리프턴 셰니어의 스릴 넘치는 음악적 전기입니다.,12세이상관람가
"알로하! 하와이에서 가장 사랑받는 작곡가, 움가드 파덴 아룰리의 부드러운 초상화. 하와이 가족, 예술, 음악, 춤에 대한 여성의 기여에 대한 이야기. 하와이 문화에 대한 내부자 관점.",12세이상관람가
"명절마다 만나는 불쌍한 연인 허욱과 지연은 커피 마실 돈이 없어 먼지 낀 공원에서 하루를 보낸다. 지연은 임신을 선언하고, 허욱은 임신 중절비를 구하려고 서울을 돌아다닌다. 그리고 의사는 아이를 갖고 싶어도 아이가 너무 약하다고 말한다. <홀리데이>의 서울은 암울하고 황량하다. 사람들은 위선적이거나 절망적이다. 여기에는 구원도 미래도 없다. 영화 전체를 무겁게 짓누르는 절망은 화면 너머로 관객에게 전달된다. 영화는 원래 한구의 시신이 한강에서 끌려나오는 모습과 시신에 대한 서사로 시작해서, 친구들조차 알아보지 못하는 썩은 시신의 모습으로 끝난다. 시나리오 단계부터 정부의 지시에 따라 여러 차례 수정을 거친 <홀리데이>는 완성된 뒤에도 검열을 통과하지 못해 영화의 시작과 끝을 삭제해야 했다. 하지만 이 영화는 세상에 공개되지 못했다. “우울하고 퇴폐적인 정서”로 상영 금지 처분을 받았다. 오랜 시간 창고에 묻혀 있던 이 작품을 통해 이만희 전성기의 성숙함과 영화적 실험정신이 여전히 살아 숨쉬고 있음을 확인할 수 있다.",12세이상관람가
"축구는 그의 삶이자 유일한 희망이었습니다... 다른 아이들과 마찬가지로 산티아고 무네즈는 큰 꿈을 꾸었습니다. 하지만 그를 다른 아이들과 차별화시킨 것은 그가 그 꿈을 이룰 기회를 거의 보지 못했다는 것입니다. (고향에서 수천 마일을 여행하고 세계 최고의 선수들과 축구를 하려고 두려움을 떨쳐 버렸음에도 불구하고) 산티아고의 집착과 목적의식 덕분에 그는 엄청난 고난과 개인적 희생을 견뎌내고 고향에서 수천 마일 떨어진 곳에서 세계 최고의 선수들과 경기를 할 수 있는 희귀한 기회를 얻었습니다. 산티아고가 열 살 때 미국 국경을 넘었을 때 그가 소유한 것은 축구공과 오래된 월드컵 사진 두 가지뿐이었습니다. 찾을 수 있는 모든 것을 찾아 일하며 자란 산티아고의 유일한 관심사는 축구였습니다. 그리고 남은 유일한 과제는 아버지를 설득하여 유명한 축구 스타가 될 수 있다고 하는 것이었습니다. ""이 세상에는 두 종류의 사람이 있습니다. 큰 집에서 사는 사람과 우리처럼 잔디를 깎고 차를 씻는 사람입니다."" 그의 아버지가 말했습니다. 하지만 결국 친절한 전 축구 선수이자 스카우트인 글렌 포이가 로스앤젤레스에서 열린 지역 경기에서 산티아고를 발견합니다. 그는 산티아고가 영국 프리미어 리그 클럽인 뉴캐슬 유나이티드가 찾고 있는 재능, 기술, 속도, 대담함을 갖춘 선수라는 것을 알아봅니다. 이제 축구의 성지인 뉴캐슬의 세인트 제임스 파크에서 젊은 산티아고는 자신의 기술을 증명하고 세계에서 가장 유명한 축구 클럽과 계약을 맺어야 합니다. 성공과 함께 찾아오는 인간의 고통, 신체적 부상, 세상적인 유혹은 말할 것도 없고, 이 화려하고 신나는 국제 축구 경기장에서 살아남으려면 진흙, 혹독한 바람, 팀원들의 심리적 압박을 견뎌내야 합니다.",12세이상관람가
"예측 불허의 사무라이의 행복한 복수담, 태평천국 에도시대 _ 잘생긴 사무라이가 아버지에 대한 복수의 길로 나선다!사무라이 소자(오카다 준이치)는 적이 살고 있다는 정보를 받고 아버지에 대한 복수의 길을 떠나 에도의 한 마을에 정착한다. 하지만 소자는 복수보다 마을 사람들과 어울리며 아이들을 가르치는 게 더 재밌다고 생각하고, 옆집에 사는 여자 오사에(미야자와 리에)를 보고 설렘을 느낀다... 그러던 어느 날, 소자는 마침내 자신의 원수인 가나자와(아사노 타다노부)를 찾아내지만, 소자가 부지런히 새 삶을 사는 모습을 보고 복수하겠다는 결심은 흔들리기 시작한다. 더욱이 마을 사람들은 그의 실력으로는 복수는 불가능하다고 말한다... 소자는 어떤 선택을 할까? ""복수는 너한테 없어, 소자!"" 우여곡절이 많은 그의 행복한 복수담이 시작된다.",12세이상관람가
"사랑하고 싶어... 단 하루라도... 40번째 생일을 맞은 댄스 스쿨 교사 조안은 자신의 삶을 마감하고 새로운 삶을 시작하려 하며, 약간의 시간차를 두고 같은 날 자신이 사랑하는 네 명의 여성을 댄스 스쿨에 초대한다. 그래서 그녀가 각 여성과 공유한 사랑의 이야기는 현재의 관점과 교차하여 비선형적인 서사로 전개된다. 그녀가 만나는 여성에 따라 사랑의 특성과 정의가 달라진다. 결국 사랑에 대한 네 가지 정의가 나타난다. 순수한 사랑을 찾아 헤매던 조안이 사랑에 대해 내린 전체적인 결론은 우울하다. 스톱워치로 측정한 데이터에 따르면, 긴 사랑의 역사에도 불구하고 그녀는 몇 분, 아니면 기껏해야 몇 시간 동안만 기쁨과 행복을 얻는다. 이런 종류의 사랑은 작고 우연한 사건으로 시작해서 외로움 속에서 슬프게 끝난다. 시작과 끝에 들리는 시각 장애인 가수의 노래가 이 진실을 증언한다. 삶이 한창일 때, 사랑이 한창일 때, 축복처럼 켜졌던 수많은 촛불이 하나둘씩 꺼지고, 결국에는 바람에 위태롭게 펄럭이는 단 하나의 촛불만이 외로운 운명을 밝혀준다.",12세이상관람가
엄청난 에너지를 가진 알려지지 않은 물체가 지구에 접근하고 있습니다. 엔터프라이즈에서 은퇴한 커크 선장이 지구에 접근하여 주변의 모든 것을 빨아들이는 이 물체를 막기 위해 돌아옵니다. 커크 선장은 엔터프라이즈의 현 선장인 데커와 충돌하고 많은 어려움 끝에 괴물의 비밀을 발견합니다. 이 괴물은 살아있는 기계였고 지구에 메시지를 전달하려고 했습니다. 괴물을 막을 수 있는 유일한 방법은 그 메시지에 대한 답을 찾는 것입니다...,12세이상관람가
"이 작품은 격동의 중국 현대사를 관통하는 베이징의 한 가족의 이야기를 에필로그 형식으로 시각화한 작품이다. 문화혁명 당시 화가였던 아버지는 나라를 떠나야만 했다. 그 동안 어머니는 아들 샹양을 홀로 키웠다. 아버지가 6년 만에 돌아왔을 때, 시골에서 살다가 손을 다쳐 화가로서의 삶을 포기해야 했다. 그는 평생 평범한 기술자로 살아야 했고, 아들을 통해 이룰 수 없었던 화가의 꿈을 이어가려고 노력했다. 그래서 그는 샹양의 성장과 교육을 자신의 의지에 따라 완강하게 통제하고 방해했다. 하지만 샹양은 자신의 길을 자유롭게 걷고 싶어 했다. 갈등이 일어났다. 하지만 아버지의 완강한 의지 앞에서 매번 자신의 의지를 포기해야 했던 샹양은 결국 아버지의 의지를 따라 화가의 길을 걸었다. 하지만 샹양의 그림에는 아버지에 대한 저항할 수 없는 사랑과 증오의 복잡한 음영이 깃들어 있다.",12세이상관람가
변호사 시험 준비생 수영은 극단에 들어간다. 그는 늦은 나이에 연기를 시작했다. 그는 '좋은' 배우가 되는 방법을 찾기 위해 지환이 있는 강원도 산골로 간다. 하지만 세상에 나온 지환의 모습은 그의 혼란을 더할 뿐이다.,12세이상관람가
"아이를 간절히 원하는 남자가 있다. 그의 첫 아이는 태어나자마자 죽었고, 두 번째 아이는 어머니와 함께 죽었다. 신에게 절대적으로 순종하는 남자는 신에게 왜 이런 상황에 처하게 되었는지에 대한 답을 구하지만, 언제나 그렇듯이 신은 침묵한다. 신화적이고 원초적인 공간을 배경으로 한 이 영화는 불안과 광기로 가득 차 있다. 역동적인 카메라 워크, 극단적인 카메라 각도와 편집, 영화 전체를 지배하는 차가운 푸른색, 왜곡된 영상이 남자의 내레이션과 결합되어 세상의 모든 아이를 죽여 신에게 보내야 한다고 믿는 연쇄 살인범의 심리 상태와 연결된다. 신과 인간 사이의 종속적 관계에서 신의 뜻이라면 불행을 기꺼이 받아들여야 하는지에 대한 종교적 질문을 제기하는 대신, 감독은 모든 것을 잃은 인간에게 발생할 수 있는 원초적인 괴물성을 시각화하려는 듯하다. 도축장으로 끌려가는 낙타의 관점에서 만든 [낙타]와 숲속에서 낯선 사람과 그를 막으려는 원주민의 추격전을 다룬 [낯선 사람과 원주민], 그리고 그보다 더 나아가는 기괴하고 강렬한 [땅에 쓰인 글]은 알리 모하메드 가세미가 영화 속에서 인간의 어두운 세계를 독특하게 포착하는 감독이라는 점을 상기시켜준다.",12세이상관람가
"인도의 거장 사티아짓 레이의 작품을 알고 있다면 [파테르 판첼리]가 바로 떠오르지만 [빅 시티]는 레이 감독의 독특한 면을 형식과 내용 면에서 입체적으로 접근할 수 있는 기회를 제공한다. 레이의 영화는 서양 영화제를 통해 알려지면서 종종 이탈리아 네오리얼리즘과 수평적으로 비교되었지만 [빅 시티]는 그런 수평적 비교가 무의미하다는 것을 보여준다. 레이의 영화는 인도 사회의 내부에 카메라를 집중시켜 여유로운 관찰을 통해 그곳에서 발생하는 갈등과 충돌을 세심하게 분석한다. 레이는 지성과 유머, 재치가 반짝이는 독특한 서사적 스타일을 통해 사회 풍자이자 인간 코미디라고 할 수 있는 복잡한 디테일을 완성한다. 이 영화는 중산층 가정의 주부와 그녀를 둘러싼 관계를 묘사하는 한편, 다소 풍자적인 톤을 취하고 기존의 관념을 대체하는 새로운 라이프스타일의 출현을 묘사한다. 젊은 주부 아라티는 은행원 남편의 급여로 생계를 이어가는 데 어려움을 겪는다. 그녀는 스스로 직장을 구하기로 결심하지만, 남편은 모욕감을 느끼고 시댁 식구들은 반대한다. 자존심이 없는 남자만이 아내를 일하게 만들 것이라고 생각한다. 하지만 시대가 바뀌고, 아라티는 오랜 망설임 끝에 립스틱을 바르고 직장에 간다. 아라티는 사회생활에 잘 적응하지만, 집에서 문제가 생긴다. 시아버지는 남편에 대한 냉전을 선포하고 침묵권을 행사한다. 남편은 상처받은 자존심을 새로운 가장에 맞게 재조정한다. 레이의 연출은 이런 강렬한 내적 갈등을 여유롭게 묘사한다. 그렇게 관대한 거리에서 우리는 이 가족의 운명에 대해 걱정하게 되고, 영화 속 아라티의 가족 역시 아라티가 왜 일해야 하는지 이해한다. 여러 양극화된 이슈를 주의 깊게 탐구하고 설정한 이 영화는 남편과 아내, 남자와 여자, 노년 세대의 보수주의와 젊은 세대의 진보주의, 젊은이와 노인, 고용주와 직원 등의 갈등을 풀어내면서 갈등을 유연하게 극복하는 가족의 따뜻한 인간성을 애정 어린 방식으로 묘사한다.",12세이상관람가
"스승의 불운한 모험을 다룬 코미디 영화. 키마타와 사가와는 꽉 끼는 산타 의상을 입고 은행을 털었다. 은행을 털고 탈출한 그들은 차가 견인된 것을 발견하고 훔친 돈을 지하철역의 코인 라커에 숨기기로 결심한다. 동전이 없어서 거리 음악가인 코이치의 기타 케이스에서 동전을 훔친다. 추격전 끝에 교통사고가 발생하고 코인 라커 열쇠가 코이치의 손에 들어간다. 하지만 예상치 못한 사고로 코이치는 열쇠를 삼키고 의식을 잃은 채 강에 빠진다. 전직 목사이자 트럭 운전사가 강에 떠내려가는 코이치를 발견하고 그를 도움이 필요한 예수라고 생각한다. 한편, 키마타와 사가와는 은행 강도 혐의로 체포된다. 두 형사는 두 사람이 범인이라고 확신하고 일단 풀어주고 숨겨진 돈이 어디서 왔는지 알아내기 위해 그들을 추적한다. [Hold Up Down]은 은행 강도, 형사, 목사, 음악가에 대한 빠른 속도의 코미디 액션 영화이다. 결국 동전 보관함 열쇠를 차지하는 사람은 누구일까?",12세이상관람가
"사막의 끝에서 그들은 희망을 만났다. 그들의 마음은 붉은 사막의 먼지처럼 흩어졌다. 인간의 존재가 아주 작은 먼지처럼 느껴지는 미국 애리조나의 광활한 사막. 목적 없이 여행을 계속하는 일본인 히치하이커 테페이는 고장난 차에서 사는 파키스탄인 알리를 만난다. 실종된 아내를 찾기 위해 미국에 온 알리는 테페이에게 차를 수리하는 것을 돕는 대가로 태워주지만, 차는 곧 완전히 고장 나고, 두 사람은 우연히 위험에 처한 미국인 여성 사라를 구해낸다… 나도 당신처럼 자유롭게 여행하고 싶어! 알코올 중독자 아버지와 함께 트레일러 마을에서 사는 사라도 행복하지 않다. 편안한 숙박 시설을 찾을 수 없다는 공통점을 공유하는 세 사람 사이에 이상한 우정이 싹트고, 그렇게 그들의 여행이 시작된다. 여행이 계속되면서 사라의 마음은 테페이에게 이끌리고, 결국 그녀는 그에게 함께 여행을 계속하고 싶다고 말한다… .",12세이상관람가
"천하를 뒤흔든 세기의 싸움, 피비린내 나는 혼란의 전국시대... 천하를 통일하려던 조대륙의 10만 대군은 마지막 갈림길에서 작은 도시 양청의 함락을 눈앞에 두고 있었다. 인구 4천 명의 작은 도시 양청. 그들은 '무자'에게 지원군을 요청했지만 '무자'의 유일한 지원군은 혁리였다. 하늘과 땅과 바람에서 단 한 명의 지원군이 나타났다. 양청을 홀로 도우러 온 혁리는 양청의 모든 이들에게 비웃음을 받았지만, 단 한 번의 화살 공격으로 조의 기세를 꺾고, 그 후 전략적인 방어전술로 조의 공격을 기적적으로 막았다. 점차 양성의 사람들이 혁리를 따르기 시작했고, 양성의 권력자들은 자신들의 지위가 위태롭다고 느껴 혁리를 제거하기 위한 음모를 꾸며 성 밖으로 몰아냈다. 심지어 혁리를 따르는 성의 사람들을 처벌하기도 했는데... 중국 역사상 가장 극적이고 흥미로운 전투가 펼쳐진다! 혁리를 지키기 위해 부하들이 희생한 무고한 희생을 복수하기 위해 항엄중(안성기 분)은 조나라 군대 10만 명을 이끌고 양성을 기습 공격한다. 치명적인 공격으로 양성은 재로 변하지만 항엄중의 유일한 목표는 혁리를 무찌르는 것이다. 막아야 할 자와 침략해야 할 자. 혁리와 항엄중의 마지막 대결. 혁리는 양성을 평화롭게 지킬 수 있을까?",12세이상관람가
"세상이 꿈꾸는 사랑이 있다. 주민등록증=상속? 아니, 졸업장=상속! 오만하고 철없는 재벌 3세 재경은 세상에 두려울 것도 없고 인생에 특별한 목표도 없다. 주민등록증만 받으면 곧 수천억 원어치의 상속을 받을 텐데, 그런 게 뭐 필요할까? 하지만 주민등록증을 받은 다음 날, 재경은 할아버지로부터 충격적인 유언장을 받는다. 상속을 받으려면 강원도 산골 보람고 졸업장이 필요하다! 세상에는 뜻대로 되지 않는 게 있다… 재경은 어쩔 수 없이 시골로 간다. 시골 학교를 중퇴하고 상속을 받으려면 중퇴밖에 없다고 생각한다. 학교 쌈장 같은 명식에게 맞지만, 재경은 퇴학당하는 대신 명식에게 따뜻한 밥을 먹고, 온 마음을 다해 그녀를 껴안는다. 교장 선생님께 뇌물을 드려 자퇴를 설득하지만, 돌아오는 건 교육자의 신념이 담긴 꾸중뿐. 어떤 실수도 용서받을 수 있는 이곳에서 재경은 학교에 갈 수밖에 없다. 부잣집의 오만하고 거만한 소년이 운명을 바꿀 사랑을 만난다. 마음대로 아무것도 할 수 없는 재경에게 반장 은환은 계속 눈길을 끈다. 은환은 시간이 날 때마다 열심히 돈을 모으는 터프한 소녀지만, 재경은 그녀에게 무뚝뚝하지만 어느 순간 눈을 떼지 못한다. 마음을 닫고 살아온 재경의 가슴에 은환의 존재가 스며들어 결국 그의 삶을 뒤흔든다. 유산을 내놓을 만큼 그녀의 사랑을 지키고 싶은 재경, 과연 이 사랑을 지킬 수 있을까?",12세이상관람가
"아이들은 동화를 믿으며 자랍니다. 동화 속 주인공들이 어떻게 행복해지는지 배웁니다. 하지만 행복한 결말을 이루고 영원히 지속되는 게 그렇게 쉬운 일일까요? 왜 마녀는 그렇게 비참하게 죽어야 할까요? 걸을 수 없는 어린 소녀 도도에게 동화는 항상 의문으로 가득합니다. 아빠가 동화를 읽어주면, 그녀는 주인공 대신 마녀와 악당의 편을 들어 이야기를 받아들입니다. 얼마 지나지 않아 도도는 수술을 통해 두 발을 얻고 걸을 수 있게 되며, 신발 수집에 집착하게 됩니다. 동화 속의 명령에 따라 어른이 된 도도는 왕자를 만나 결혼하고 영원한 행복을 얻었다고 느낍니다. 하지만 그녀의 행복은 오래가지 못하고 사고로 두 발을 모두 잃게 됩니다. 행복했어야 할 결말을 찾아 그녀는 이제 동화와는 다른 길을 가야 합니다. 행복의 의미를 찾는 과정과 어린이 그림책에 내재된 편견이 차갑지 않고 즐거운 이유는 도도가 행복을 찾아가는 과정을 동화처럼 꾸며낸 귀여운 스타일과 연출 때문이다. 로빈 리 감독은 컴퓨터그래픽과 세트를 활용해 동화 속 세계를 재현한 뒤, 그 세계 속에서 여주인공 도도가 적극적으로 행복을 찾아가는 성장을 그려낸다. <인어공주와 구두>는 동화에 대한 비판적 접근을 통해 동화의 판타지성을 바로잡은 유쾌한 그림책이다.",12세이상관람가
"영화는 1950~60년대 인도네시아의 정치·경제적 격변을 상징했던 소에혹기라는 실존 인물을 다룬다. 탄생부터 죽음까지 연대기적으로 전개되는 이 이야기는 그의 정치 활동보다는 이상주의적이고 낭만적인 청년의 삶에 초점을 맞춘다. 그는 영화를 보고 친구들과 토론하는 것을 좋아하고, 산을 사랑하며, 아버지처럼 작가가 되고 싶어한다. 그는 정치 활동을 더러운 일이라며 외면했지만, 대학 연합에 가입하고 반정부 운동에 참여하는 것은 진실을 밝히고 정의를 수호하겠다는 의지의 표현이다. 그래서 그는 정권이 바뀐 후에도 지배계급에 포함되지 않았고, 환영하는 새 정권의 문제점을 폭로하면서 외로울 수밖에 없었다. 소에혹기의 진심 어린 태도에 초점을 맞춘 감독의 시선은 특별하거나 시대를 앞서가는 인물들을 프레임 속에 집어넣어 교훈을 끌어내려 하지 않는다. 결국 정의와 진실을 요구하는 상황은 이 영화를 만들던 당시에도 적용되는 현재적 상황이며, 간접적으로 수호기와 비슷한 태도를 가져야 한다는 것을 말해준다.",12세이상관람가
"눈이 오는 날, 호랑이를 만나면 고백하세요 눈이 오는 날, 호랑이를 만나면 고백하세요!당신의 사랑은... 늘 무모하고 쉽게 잊어버리지만 낙관적이고 긍정적인 성격의 아틸리오는 매일 밤 꿈속의 여자와 결혼한다.그녀의 이름은 비토리아, 꿈속의 여자는 아틸리오의 사랑을 받아들였지만 현실은 달랐다.시인인 아틸리오가 그녀에게 열렬한 사랑의 시를 바치고 그녀를 쫓아다니지만 비토리아는 혼란스러운 반응만 보인다!로마에서 바그다드까지 아틸리오의 감정 퍼레이드가 시작된다!그러던 어느 날, 아틸리오는 인터뷰를 위해 바그다드로 떠난 비토리아가 폭발 사고로 혼수상태에 빠졌다는 소식을 듣는다. 아틸리오는 병원으로 달려가서 비토리아의 눈을 뜨게 하기 위해 할 수 있는 모든 방법을 동원한다… 손수 만든 물약부터 다이버용 산소 호흡기, 심지어 엄청난 노력 끝에 얻은 영양 보충제까지, 아틸리오의 '비토리아 깨우기' 대작전이 웃음과 눈물로 가득 차 시작된다.",12세이상관람가
"너의 사랑이 나를 살아있게 한다.. 너의 사랑이 나를 살아있게 한다… 아들을 먹이는 것만이 유일한 기쁨인 외로운 아버지, 짝사랑을 어떻게 해야 할지 몰라 밤에 잠을 잘 수 없는 서투른 경비원, 멀리서 마음을 바꾼 연인을 지켜보며 가슴이 찢어지는 소녀. 그들에게는 매일이 힘든 날들의 연속이다. 그 후, 남자는 마침내 짝사랑하던 소녀에게 사랑을 전하기로 결심하고, 소녀는 이별의 아픔을 극복하지 못하고 최후의 결정을 내린다. 그러는 사이, 노인은 아들을 통해 예상치 못한 만남을 갖게 된다…",12세이상관람가
"천 년에 한 번 날아오르는 학의 가장 아름다운 소리, 가슴 아픈 사랑과 눈먼 슬픔을 목소리에 담은 여자 '송화'. 그리고 그녀를 사랑하고 북을 배우고 그녀의 발자취를 따라가는 남자 '동호'의 아름답고 깊은 사랑 이야기. 서로 모르는 사이이지만 가수인 양아버지에게 남매로 맡겨진 '동호'(조재현 분)와 '송화'(오정해 분). 서로의 목소리와 북소리에 맞춰 자란 두 사람은 결국 서로에 대한 애정을 키운다. 하지만 '동호'는 마음속의 연인을 '누나'라고 불러야 하는 아픔을 참을 수 없어 집을 떠난다. 그리고 몇 년 후, 양아버지가 돌아가시고 '송화'가 눈먼 어딘가로 사라졌다는 소식을 듣는다. '송화'를 여동생이 아닌 여자로서 사랑할 수 있을 것 같은 '동호'... '송화'를 찾아 그녀의 노랫소리에 드럼비트를 맞춰 그녀의 눈이 되고 싶은 '동호'는 다시 한번 연인의 흔적을 찾아 나선다. 하지만 서로 다른 운명에 얽힌 두 사람은 가슴 아픈 짧은 만남과 긴 이별을 반복하며 서로를 피해간다. 그러는 사이 동호는 유랑극단 배우 단심(오승은 분)의 유혹에 빠진다. 동호에게 고백은 못하지만 선학동 술집 주인 용택(류승룡 분)의 짝사랑도 거절하고, 판소리가 동호의 소리인 것처럼 노래에 열중하던 송화는 이 소식을 듣고 충격에 빠지며 사라진다. 그리고 마침내 용택의 술집을 찾아간 동호는 자신이 몰랐던 송화에 대한 이야기를 듣게 되는데...",12세이상관람가
"우리 둘만 아는 비밀, 그녀는 사이보그! 우리 둘만 아는 비밀, 그녀는 사이보그! 야성적인 상상과 환상이 가득한 신세계 정신병원. 형광등을 야단치고, 자판기를 걱정하고, 자신이 사이보그라고 생각하는 '영건'(임수정)이라는 소녀가 들어온다. 다른 사람의 특성을 훔칠 수 있다고 생각하는 '일순'(정지훈)은 새로운 환자 영건을 주의 깊게 관찰한다. 사이보그는 먹을 수 없나? 그들 스스로는 평범하지 않지만, 서로에게는 더 특별해 보인다! 사이보그는 먹을 수 없다는 생각 때문에 일순은 점점 마르는 영건을 돕기 위해 자신의 모든 능력을 사용한다. 그는 영건의 '수면 비행법'을 훔쳐 자유롭게 움직일 수 있도록 돕고, 영건이 우울할 때 노래를 불러주기 위해 '요들링' 기술을 훔친다. 그리고 그는 특히 영건의 '동정심'을 훔쳐 대신 그녀의 슬픔을 느낀다. 설렘... 두근거리는 우리의 사랑이 충전된다! 일순은 '평생수리보장'을 약속하고 사이보그가 고장날 때마다 달려가고, 사이보그가 될 수 없지만 일순 때문에 항상 설레는 영건. 하지만 영건은 여전히 ​​먹지 않고, 위험천만한 지경에 이르고, 일순은 그녀를 위해 최후의 방법을 준비한다. 내가 널 사랑하니까, 네가 나를 사랑하니까, 사이보그라도 괜찮아!",12세이상관람가
"무모한 록 가수와 속 깊은 매니저, 다시 한번 최고가 되고 싶다! 지금은 한물간 록 스타 ‘최곤’. “최곤 알아? 나 최고곤이야. 가수왕 최고곤이야!” 미사리 카페 마을. 80년대 유행했을 헤어스타일의 남자가 기타를 치고 노래를 부른다. 바로 1988년 ‘잠깐’ 센세이션을 일으켰던 록 스타 최곤이다. 불후의 명곡 ‘비와 그대’를 히트시킨 뒤 대마초 사건과 폭행 사건에 연루되고, 지금은 불륜 커플의 노래만 부르지만, 여전히 자신이 스타라고 굳게 믿는다. ‘가왕’이 카페에서 노래하는 게 싫지만, 최곤은 망해가는 카페를 살리고자 노래를 부르지만, 손님과 말다툼을 벌이다 감옥에 간다. 최곤의 매니저 박민수는 여전히 그의 재능을 믿고 최곤의 합의금을 찾던 중 지인인 방송국 국장을 만나 영월에서 DJ를 하면 돈을 주겠다고 약속한다. 갈 곳이 없어진 박민수는 그 제안을 받아들여 최곤을 설득하는 데 성공하고, 최곤은 결국 눈물을 흘리며 방송을 시작한다. 라디오 DJ로 돌아온 무모한 록 스타의 시한폭탄, 라디오 ON AIR! 최곤은 곡 선곡은 무시하고 시청자에게 하고 싶은 말을 다 하고, 심지어 부스 안으로 커피를 배달까지 한다. 어느 날 PD와 지점장까지 최곤에게 손을 들어 그가 하고 싶은 대로 하게 두자, 최곤은 즉흥 게스트로 커피 배달 단말기 찻집 김양을 언급하고, 그녀의 사연은 많은 이들의 마음을 울린다. 그러던 중 최곤 팬이자 영월 유일의 록 밴드인 '이스트리버'가 정오의 희망곡 팬사이트를 만들어 방송을 홍보하고, 김양의 방송 이후 '최곤의 정오의 희망곡'은 기세를 얻기 시작한다. 영월 주민들에게 기쁨과 상담의 장으로 자리매김하면서 서경은 100일 기념 공개방송을 열고 주민들의 큰 호응을 얻었다. 하지만 성공에는 또 다른 대가가 따른다… .",12세이상관람가
"아버지, 이제 제 이야기를 들려드리고 싶습니다. ""안녕!"" 이 인사가 이별이 아닌 만남의 인사가 되기를 바랍니다. 저는 ""재일한인의 성지""로 불리는 오사카에서 태어나 세 형의 귀여운 막내로 자랐습니다. 아버지는 15살 때 고향 제주도를 떠나 일본으로 왔습니다. 해방 후 정치적 상황 때문에 북한을 ""고향""으로 선택했습니다. 당시 아버지는 어머니를 보고 첫눈에 반해 열정적으로 청혼했고, 두 사람은 결혼에 성공했습니다. 평소에 엄격한 아버지는 이 이야기가 나올 때마다 얼굴이 붉어지고 부끄러워합니다. 결혼 후 부모님은 함께 열정적으로 정치 활동을 하셨고, 형들이 10대가 되자 북한이라는 본 적 없는 ""고향""으로 보내기로 했습니다. 형들이 떠난 날, 저는 6살이었고 ""고향으로 돌아온다""는 의미도 모른 채 끝없이 울었습니다. 형제들을 태운 배가 사라진 후에도 어머니는 그 자리에 서서 먼 바다를 바라보았다. 그때 어머니의 심정은 내가 죽기 전까지는 결코 헤아릴 수 없을 것 같다. 평양의 상황을 듣고 어머니는 형제들에게 물품을 보내기 시작했다. 어린 조카가 난방이 안 되는 학교에서 동상을 입었다는 소식을 듣고는 미소를 지으며 “어머니만이 할 수 있는 일”이라며 매년 겨울이면 일회용 손난로가 가득 든 큰 상자를 보내주었다. 고집 센 아버지와 딸. 그들의 대화가 시작된다. 형제들과 달리 나는 자유롭게 살고 싶어서 자연스럽게 아버지와 깊은 갈등을 겪었고, 아예 말도 나누지 않는 때도 있었다. 그러던 어느 날, 아버지의 삶을 카메라에 담기로 결심하고 10년 동안 렌즈를 통해 아버지를 지켜보았다. 그리고 내 마음은 점점 바뀌었다. 머리로는 전혀 이해할 수 없었던 아버지의 삶이 내 마음에 다가왔고, 증오는 그리움으로, 갈등은 사랑으로 바뀌었다. 어느 날 아버지께 형들을 북한에 보낸 것을 후회하느냐고 물었더니 솔직하게 대답해 주셨고, 앞으로 더 깊은 대화를 나눌 수 있을 것 같았습니다. 하지만 곧 예상치 못한 일이 일어나서, 더 일찍 이야기했어야 했다는 것을 뒤늦게 후회하게 되었습니다.",12세이상관람가
